Designator,Mid X,Mid Y,Rotation,Layer
C1,85.25,-82.83,90.0,top
C2,85.0,-87.58,270.0,top
C3,86.5,-82.99,90.0,top
CARD1,80.0,-96.82,0.0,top
LED1,72.625,-84.555,90.0,top
R1,74.75,-83.68,90.0,top
R10,83.82,-90.75,180.0,top
R11,82.5,-89.75,180.0,top
R7,75.5,-89.43,90.0,top
R8,74.5,-89.43,90.0,top
R9,79.43,-90.1,0.0,top
U1,81.69,-85.26,0.0,top
USB1,79.45,-78.12,180.0,top
